N,PDL,CALLE,COLONIA,LONGITUD,LATITUD,ID
47113,46413,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.217165,19.021309,URBANO
47114,46413,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.217165,19.021309,URBANO
47115,46414,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.217422,19.02121,URBANO
47116,46414,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.217422,19.02121,URBANO
47117,46415,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.217591,19.020958,URBANO
47118,46415,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.217591,19.020958,URBANO
47119,46416,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.217768,19.020688,URBANO
47120,46416,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.217768,19.020688,URBANO
47121,46417,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.21796,19.020397,URBANO
47122,46417,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.21796,19.020397,URBANO
47123,46418,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.218002,19.020254,URBANO
47124,46418,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.218002,19.020254,URBANO
47125,46419,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.218168,19.019974,URBANO
47126,46419,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.218168,19.019974,URBANO
47127,46420,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.218353,19.019687,URBANO
47128,46420,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.218353,19.019687,URBANO
47129,46421,57 PONIENTE,VILLA ENCANTADA,-98.21825,19.020461,URBANO
47130,46422,7 SUR,VILLA ENCANTADA,-98.218451,19.020462,URBANO
47131,46423,7 SUR,VILLA ENCANTADA,-98.21862,19.020202,URBANO
47132,46424,7 SUR,VILLA ENCANTADA,-98.218807,19.019902,URBANO
47133,46425,7 SUR,VILLA ENCANTADA,-98.218343,19.020647,URBANO
47134,46426,7 SUR,VILLA ENCANTADA,-98.218076,19.021062,URBANO
47135,46427,7 SUR,VILLA ENCANTADA,-98.217852,19.021434,URBANO
47136,46428,7 SUR,VILLA ENCANTADA,-98.217663,19.021512,URBANO
47137,46430,7 SUR,VILLA ENCANTADA,-98.217648,19.021759,URBANO
47138,46431,57 PONIENTE,VILLA ENCANTADA,-98.21864,19.020689,URBANO
47139,46432,7 A SUR,VILLA ENCANTADA,-98.218585,19.021125,URBANO
47140,46433,7 A SUR,VILLA ENCANTADA,-98.218808,19.020679,URBANO
47141,46434,7 A SUR,VILLA ENCANTADA,-98.218974,19.020421,URBANO
47142,46435,7 A SUR,VILLA ENCANTADA,-98.219179,19.020099,URBANO
47143,46436,57 PONIENTE,VILLA ENCANTADA,-98.219046,19.020904,URBANO
47144,46437,7 B SUR,VILLA ENCANTADA,-98.219187,19.0209,URBANO
47145,46438,57 PONIENTE,VILLA ENCANTADA,-98.219333,19.020995,URBANO
47146,46439,57 PONIENTE,VILLA ENCANTADA,-98.219557,19.021013,URBANO
47147,46440,INDEPENDENCIA,VILLA ENCANTADA,-98.21959,19.021207,URBANO
47148,46441,INDEPENDENCIA,VILLA ENCANTADA,-98.219635,19.020869,URBANO
47149,46442,INDEPENDENCIA,VILLA ENCANTADA,-98.219675,19.020601,URBANO
47150,46443,INDEPENDENCIA,VILLA ENCANTADA,-98.219712,19.020349,URBANO
47151,46444,7 SUR,VILLA ENCANTADA,-98.219005,19.019584,URBANO
47152,46445,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.218581,19.019335,URBANO
47153,46445,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.218581,19.019335,URBANO
47154,46446,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.218784,19.019063,URBANO
47155,46446,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.218784,19.019063,URBANO
47156,46447,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.218942,19.018799,URBANO
47157,46447,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.218942,19.018799,URBANO
47158,46448,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.219113,19.018509,URBANO
47159,46448,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.219113,19.018509,URBANO
47160,46449,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.219314,19.018187,URBANO
47161,46449,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.219314,19.018187,URBANO
47162,46450,59 PONIENTE,VILLA ENCANTADA,-98.219563,19.018319,URBANO
47163,46451,59 PONIENTE,VILLA ENCANTADA,-98.219857,19.018477,URBANO
47164,46452,7 SUR,VILLA ENCANTADA,-98.219644,19.018476,URBANO
47165,46453,7 SUR,VILLA ENCANTADA,-98.219475,19.018768,URBANO
47166,46454,7 SUR,VILLA ENCANTADA,-98.21929,19.019075,URBANO
47167,46455,7 SUR,VILLA ENCANTADA,-98.219124,19.019361,URBANO
47168,46456,CRISTOBAL COLON,VILLA ENCANTADA,-98.218963,19.019377,URBANO
47169,46457,CRISTOBAL COLON,VILLA ENCANTADA,-98.219324,19.019586,URBANO
47170,46458,7 A SUR,VILLA ENCANTADA,-98.219371,19.019792,URBANO
47171,46459,7 A SUR,VILLA ENCANTADA,-98.219528,19.019567,URBANO
47172,46460,7 A SUR,VILLA ENCANTADA,-98.219742,19.019221,URBANO
47173,46461,INDEPENDENCIA,VILLA ENCANTADA,-98.219879,19.01896,URBANO
47174,46462,INDEPENDENCIA,VILLA ENCANTADA,-98.219914,19.018682,URBANO
47175,46463,INDEPENDENCIA,VILLA ENCANTADA,-98.219844,19.019325,URBANO
47176,46464,INDEPENDENCIA,VILLA ENCANTADA,-98.219803,19.019687,URBANO
47177,46465,CRISTOBAL COLON,VILLA ENCANTADA,-98.219685,19.019785,URBANO
47178,46466,INDEPENDENCIA,VILLA ENCANTADA,-98.219753,19.019979,URBANO
47179,46467,7 B SUR,VILLA ENCANTADA,-98.219622,19.020237,URBANO
47180,46468,7 B SUR,VILLA ENCANTADA,-98.21941,19.020563,URBANO
47181,46469,BUGAMBILIAS,LAS COLORADAS,-98.212535,19.016152,URBANO
47182,46470,BUGAMBILIAS,LAS COLORADAS,-98.212705,19.01573,URBANO
47183,46471,PRIVADA 1 SIN NOMBRE,LAS AVES,-98.212404,19.015219,URBANO
47184,46472,PRIVADA 1 SIN NOMBRE,LAS AVES,-98.212571,19.014916,URBANO
47185,46473,VIOLETA,LAS COLORADAS,-98.212004,19.015259,URBANO
47186,46474,VIOLETA,LAS COLORADAS,-98.211768,19.015717,URBANO
47187,46475,PETIRROJO,LAS AVES,-98.211912,19.014935,URBANO
47188,46476,PETIRROJO,LAS AVES,-98.21206,19.014642,URBANO
47189,46477,PETIRROJO,LAS AVES,-98.212211,19.014359,URBANO
47190,46478,PRIMAVERA,LAS AVES,-98.211515,19.014769,URBANO
47191,46479,2 C SUR,LAS COLORADAS,-98.211511,19.015013,URBANO
47192,46480,2 C SUR,LAS COLORADAS,-98.211254,19.015484,URBANO
47193,46481,PRIMAVERA,LAS AVES,-98.211234,19.014745,URBANO
47194,46482,CARDENALES,LAS AVES,-98.211512,19.014369,URBANO
47195,46483,DOMINICOS,LAS AVES,-98.211889,19.013752,URBANO
47196,46484,COLIBRI,LAS AVES,-98.211593,19.013615,URBANO
47197,46485,COLIBRI,LAS AVES,-98.211119,19.013412,URBANO
47198,46486,CANARIOS,LAS AVES,-98.210911,19.014353,URBANO
47199,46487,CANARIOS,LAS AVES,-98.211061,19.014046,URBANO
47200,46488,CANARIOS,LAS AVES,-98.211281,19.013629,URBANO
47201,46489,DOMINICOS,LAS AVES,-98.211347,19.012963,URBANO
47202,46490,DOMINICOS,LAS AVES,-98.211174,19.012653,URBANO
47203,46491,DOMINICOS,LAS AVES,-98.211067,19.012476,URBANO
47204,46492,DOMINICOS,LAS AVES,-98.210953,19.012293,URBANO
47205,46493,DOMINICOS,LAS AVES,-98.210742,19.011916,URBANO
47206,46494,GORRION,LAS AVES,-98.210649,19.012486,URBANO
47207,46495,CALLE DE LAGO,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.20906,19.012493,URBANO
47208,46496,CALLE DE LAGO,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.209429,19.011773,URBANO
47209,46497,CALLE DE LAGO,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.209575,19.011517,URBANO
47210,46498,CALLE DE LAGO,LAS AVES,-98.209941,19.011129,URBANO
47211,46498,CALLE DE LAGO,LAS AVES,-98.209941,19.011129,URBANO
47212,46499,NARDOS,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.209711,19.011028,URBANO
47213,46500,NARDOS,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.209325,19.01085,URBANO
47214,46501,EMILIANO ZAPATA,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.208922,19.011184,URBANO
47215,46502,EMILIANO ZAPATA,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.209198,19.010686,URBANO
47216,46503,NARDOS,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.208961,19.010606,URBANO
47217,46504,CALLE DE LAGO,BUGAMBILIAS,-98.210081,19.010754,URBANO
47218,46505,CALLE DE LAGO,BUGAMBILIAS,-98.210231,19.010449,URBANO
47219,46506,CAMELIAS,BUGAMBILIAS,-98.210271,19.011155,URBANO
47220,46506,CAMELIAS,BUGAMBILIAS,-98.210271,19.011155,URBANO
47221,46507,CAMELIAS,BUGAMBILIAS,-98.210923,19.011675,URBANO
47222,46509,CAMELIAS,BUGAMBILIAS,-98.211762,19.012202,URBANO
47223,46510,DALIAS,BUGAMBILIAS,-98.211891,19.011935,URBANO
47224,46511,DALIAS,BUGAMBILIAS,-98.211982,19.011588,URBANO
47225,46512,DALIAS,BUGAMBILIAS,-98.212072,19.011213,URBANO
47226,46513,NARDOS,BUGAMBILIAS,-98.212139,19.012405,URBANO
47227,46514,NARDOS,BUGAMBILIAS,-98.212383,19.01224,URBANO
47228,46515,NARDOS,BUGAMBILIAS,-98.212518,19.011941,URBANO
47229,46516,NARDOS,BUGAMBILIAS,-98.212651,19.012609,URBANO
47230,46517,NARDOS,BUGAMBILIAS,-98.213178,19.012813,URBANO
47231,46518,CAMELIAS,BUGAMBILIAS,-98.211997,19.012591,URBANO
47232,46519,CAMELIAS,BUGAMBILIAS,-98.212173,19.012879,URBANO
47233,46520,CAMELIAS,BUGAMBILIAS,-98.21233,19.013143,URBANO
47234,46521,CAMELIAS,BUGAMBILIAS,-98.212506,19.013439,URBANO
47235,46522,CAMELIAS,BUGAMBILIAS,-98.212648,19.013679,URBANO
47236,46523,CAMELIAS,BUGAMBILIAS,-98.212795,19.013933,URBANO
47237,46524,CAMELIAS,BUGAMBILIAS,-98.212981,19.01422,URBANO
47238,46525,BUGAMBILIAS,BUGAMBILIAS,-98.213261,19.014475,URBANO
47239,46526,CAMELIAS,BUGAMBILIAS,-98.213378,19.014832,URBANO
47240,46527,CAMELIAS,BUGAMBILIAS,-98.213623,19.015161,URBANO
47241,46528,CAMELIAS,BUGAMBILIAS,-98.213822,19.015406,URBANO
47242,46529,CAMELIAS,BUGAMBILIAS,-98.214038,19.015661,URBANO
47243,46530,CAMELIAS,BUGAMBILIAS,-98.214214,19.015868,URBANO
47244,46531,CAMELIAS,BUGAMBILIAS,-98.214381,19.016075,URBANO
47245,46532,BUGAMBILIAS,BUGAMBILIAS,-98.212926,19.014877,URBANO
47246,46534,BUGAMBILIAS,BUGAMBILIAS,-98.213213,19.014198,URBANO
47247,46535,BUGAMBILIAS,BUGAMBILIAS,-98.213333,19.013921,URBANO
47248,46536,BUGAMBILIAS,BUGAMBILIAS,-98.213398,19.013626,URBANO
47249,46537,DE LAS FLORES,BUGAMBILIAS,-98.213522,19.013612,URBANO
47250,46538,DE LAS FLORES,BUGAMBILIAS,-98.213714,19.013599,URBANO
47251,46539,DE LAS FLORES,BUGAMBILIAS,-98.213812,19.013698,URBANO
47252,46540,BUGAMBILIAS,BUGAMBILIAS,-98.213484,19.013331,URBANO
47253,46541,BUGAMBILIAS,BUGAMBILIAS,-98.213564,19.013068,URBANO
47254,46542,NARDOS,BUGAMBILIAS,-98.213766,19.013002,URBANO
47255,46543,NARDOS,BUGAMBILIAS,-98.213997,19.013106,URBANO
47256,46544,NARDOS,BUGAMBILIAS,-98.214352,19.013248,URBANO
47257,46545,NARDOS,BUGAMBILIAS,-98.214623,19.013353,URBANO
47258,46546,LIRIOS,BUGAMBILIAS,-98.214711,19.013547,URBANO
47259,46547,LIRIOS,BUGAMBILIAS,-98.214582,19.0138,URBANO
47260,46548,LIRIOS,BUGAMBILIAS,-98.214403,19.014128,URBANO
47261,46549,LIRIOS,BUGAMBILIAS,-98.214198,19.014497,URBANO
47262,46550,LIRIOS,BUGAMBILIAS,-98.214019,19.014811,URBANO
47263,46551,LIRIOS,BUGAMBILIAS,-98.21382,19.015153,URBANO
47264,46552,NARDOS,BUGAMBILIAS,-98.215032,19.013525,URBANO
47265,46553,LIRIOS,BUGAMBILIAS,-98.214875,19.01326,URBANO
47266,46554,LIRIOS,BUGAMBILIAS,-98.215019,19.012988,URBANO
47267,46555,LIRIOS,BUGAMBILIAS,-98.215174,19.012703,URBANO
47268,46556,LIRIOS,BUGAMBILIAS,-98.215288,19.012497,URBANO
47269,46559,CALLE DE LAGO,BUGAMBILIAS,-98.210484,19.009975,URBANO
47270,46561,SAN MIGUEL,BUGAMBILIAS 3A SECCIÓN,-98.21026,19.009464,URBANO
47271,46568,SAN MIGUEL,BUGAMBILIAS 3A SECCIÓN,-98.209743,19.009255,URBANO
47272,46569,SAN MIGUEL,BUGAMBILIAS 3A SECCIÓN,-98.209262,19.009066,URBANO
47273,46570,SAN MIGUEL,BUGAMBILIAS 3A SECCIÓN,-98.208711,19.008851,URBANO
47274,46571,SAN MIGUEL,BUGAMBILIAS 3A SECCIÓN,-98.208268,19.008678,URBANO
47275,46572,EJIDO,BUGAMBILIAS 3A SECCIÓN,-98.20776,19.008641,URBANO
47276,46573,EJIDO,BUGAMBILIAS 3A SECCIÓN,-98.207886,19.008419,URBANO
47277,46574,EJIDO,BUGAMBILIAS 3A SECCIÓN,-98.208037,19.008142,URBANO
47278,46575,MIRASOLES,BUGAMBILIAS 3A SECCIÓN,-98.208413,19.008047,URBANO
47279,46576,MIRASOLES,BUGAMBILIAS 3A SECCIÓN,-98.208762,19.008187,URBANO
47280,46577,MIRASOLES,BUGAMBILIAS 3A SECCIÓN,-98.209019,19.008298,URBANO
47281,46578,MIRASOLES,BUGAMBILIAS 3A SECCIÓN,-98.209326,19.008403,URBANO
47282,46579,MIRASOLES,BUGAMBILIAS 3A SECCIÓN,-98.209495,19.008481,URBANO
47283,46580,PRIVADA B MIRASOLES,BUGAMBILIAS 3A SECCIÓN,-98.209165,19.008209,URBANO
47284,46581,MIRASOLES,BUGAMBILIAS 3A SECCIÓN,-98.209773,19.008611,URBANO
47285,46582,MIRASOLES,BUGAMBILIAS 3A SECCIÓN,-98.209642,19.008381,URBANO
47286,46583,MIRASOLES,BUGAMBILIAS 3A SECCIÓN,-98.209836,19.008012,URBANO
47287,46584,MIRASOLES,BUGAMBILIAS 3A SECCIÓN,-98.210192,19.008783,URBANO
47288,46585,MIRASOLES,BUGAMBILIAS 3A SECCIÓN,-98.210642,19.008959,URBANO
47289,46586,CALLE DE LAGO,BUGAMBILIAS 3A SECCIÓN,-98.210732,19.009202,URBANO
47290,46587,CALLE DE LAGO,BUGAMBILIAS 3A SECCIÓN,-98.210885,19.008888,URBANO
47291,46588,CALLE DE LAGO,BUGAMBILIAS 3A SECCIÓN,-98.211088,19.008505,URBANO
47292,46589,CALLE DE LAGO,BUGAMBILIAS,-98.211406,19.008274,URBANO
47293,46590,CALLE DE LAGO,BUGAMBILIAS 3A SECCIÓN,-98.211372,19.007966,URBANO
47294,46591,CALLE DE LAGO,BUGAMBILIAS,-98.211624,19.007905,URBANO
47295,46592,OLIVOS,BUGAMBILIAS 3A SECCIÓN,-98.211104,19.008184,URBANO
47296,46593,65 ORIENTE,BUGAMBILIAS,-98.21184,19.007886,URBANO
47297,46594,65 ORIENTE,BUGAMBILIAS,-98.212106,19.008017,URBANO
47298,46595,65 ORIENTE,BUGAMBILIAS,-98.212386,19.008162,URBANO
47299,46596,65 ORIENTE,BUGAMBILIAS,-98.212594,19.008259,URBANO
47300,46597,DALIAS,BUGAMBILIAS,-98.21271,19.008558,URBANO
47301,46598,DALIAS,BUGAMBILIAS,-98.21263,19.008914,URBANO
47302,46599,DALIAS,BUGAMBILIAS,-98.212509,19.009289,URBANO
47303,46600,DALIAS,BUGAMBILIAS,-98.212439,19.009571,URBANO
47304,46601,MIRASOLES,BUGAMBILIAS,-98.212184,19.009606,URBANO
47305,46602,MIRASOLES,BUGAMBILIAS,-98.211876,19.009481,URBANO
47306,46603,MIRASOLES,BUGAMBILIAS,-98.211473,19.009329,URBANO
47307,46604,MIRASOLES,BUGAMBILIAS,-98.211193,19.009204,URBANO
47308,46605,DALIAS,BUGAMBILIAS,-98.212374,19.009955,URBANO
47309,46606,DALIAS,BUGAMBILIAS,-98.212309,19.010241,URBANO
47310,46607,DALIAS,BUGAMBILIAS,-98.212233,19.01056,URBANO
47311,46609,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.208204,19.009226,URBANO
47312,46609,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.208204,19.009226,URBANO
47313,46610,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.208514,19.009359,URBANO
47314,46610,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.208514,19.009359,URBANO
47315,46611,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.208899,19.009537,URBANO
47316,46611,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.208899,19.009537,URBANO
47317,46612,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.209208,19.009651,URBANO
47318,46612,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.209208,19.009651,URBANO
47319,46613,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.209513,19.009781,URBANO
47320,46613,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.209513,19.009781,URBANO
47321,46614,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.209766,19.009895,URBANO
47322,46614,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.209766,19.009895,URBANO
47323,46616,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.210111,19.010039,URBANO
47324,46616,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.210111,19.010039,URBANO
47325,46617,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.210281,19.010112,URBANO
47326,46617,MARGARITAS,BUGAMBILIAS 3A SECCIÓN,-98.210281,19.010112,URBANO
47327,46624,BUGAMBILIAS,BUGAMBILIAS,-98.214019,19.011576,URBANO
47328,46625,BUGAMBILIAS,BUGAMBILIAS,-98.214125,19.01122,URBANO
47329,46626,BUGAMBILIAS,BUGAMBILIAS,-98.2142,19.010957,URBANO
47330,46627,BUGAMBILIAS,BUGAMBILIAS,-98.214275,19.0107,URBANO
47331,46628,MIRASOLES,BUGAMBILIAS,-98.214148,19.010432,URBANO
47332,46629,MIRASOLES,BUGAMBILIAS,-98.213789,19.01028,URBANO
47333,46630,MIRASOLES,BUGAMBILIAS,-98.21338,19.010095,URBANO
47334,46631,MIRASOLES,BUGAMBILIAS,-98.21302,19.009958,URBANO
47335,46632,MIRASOLES,BUGAMBILIAS,-98.21273,19.009839,URBANO
47336,46633,MIRASOLES,BUGAMBILIAS,-98.212508,19.009739,URBANO
47337,46634,65 ORIENTE,BUGAMBILIAS,-98.212997,19.008437,URBANO
47338,46635,65 ORIENTE,BUGAMBILIAS,-98.213273,19.00857,URBANO
47339,46636,65 ORIENTE,BUGAMBILIAS,-98.213588,19.00874,URBANO
47340,46637,65 ORIENTE,BUGAMBILIAS,-98.213853,19.008863,URBANO
47341,46638,BUGAMBILIAS,LAGUNA DE SAN BALTAZAR,-98.21411,19.008073,URBANO
47342,46639,BUGAMBILIAS,LAGUNA DE SAN BALTAZAR,-98.213909,19.008429,URBANO
47343,46640,BUGAMBILIAS,LAGUNA DE SAN BALTAZAR,-98.213635,19.008507,URBANO
47344,46641,GLADIOLAS,BUGAMBILIAS,-98.214646,19.008052,URBANO
47345,46642,GLADIOLAS,BUGAMBILIAS,-98.21505,19.00811,URBANO
47346,46643,GLADIOLAS,BUGAMBILIAS,-98.215483,19.008125,URBANO
47347,46644,GLADIOLAS,BUGAMBILIAS,-98.215892,19.008174,URBANO
47348,46645,GLADIOLAS,BUGAMBILIAS,-98.216257,19.008268,URBANO
47349,46646,CLAVELES,BUGAMBILIAS,-98.216575,19.008125,URBANO
47350,46647,CLAVELES,BUGAMBILIAS,-98.216915,19.008298,URBANO
47351,46648,CLAVELES,BUGAMBILIAS,-98.217221,19.008453,URBANO
47352,46649,GLADIOLAS,BUGAMBILIAS,-98.216656,19.00845,URBANO
47353,46650,GLADIOLAS,BUGAMBILIAS,-98.21704,19.008609,URBANO
47354,46651,LIRIOS,BUGAMBILIAS,-98.217367,19.008393,URBANO
47355,46652,LIRIOS,BUGAMBILIAS,-98.217553,19.008255,URBANO
47356,46653,LIRIOS,BUGAMBILIAS,-98.217505,19.008106,URBANO
47357,46654,ACACIAS,BUGAMBILIAS,-98.218022,19.007997,URBANO
47358,46655,ACACIAS,BUGAMBILIAS,-98.218406,19.008249,URBANO
47359,46657,CLAVELES,BUGAMBILIAS,-98.21813,19.008892,URBANO
47360,46658,CLAVELES,BUGAMBILIAS,-98.217858,19.008761,URBANO
47361,46659,CLAVELES,BUGAMBILIAS,-98.217503,19.008588,URBANO
47362,46660,GLADIOLAS,BUGAMBILIAS,-98.217435,19.008916,URBANO
47363,46661,GLADIOLAS,BUGAMBILIAS,-98.217701,19.009139,URBANO
47364,46662,GLADIOLAS,BUGAMBILIAS,-98.217951,19.009384,URBANO
47365,46663,LIRIOS,BUGAMBILIAS,-98.217198,19.008867,URBANO
47366,46664,LIRIOS,BUGAMBILIAS,-98.217056,19.009133,URBANO
47367,46665,LIRIOS,BUGAMBILIAS,-98.216907,19.009403,URBANO
47368,46666,DE LAS ROSAS,BUGAMBILIAS,-98.217469,19.010262,URBANO
47369,46667,DE LAS ROSAS,BUGAMBILIAS,-98.217339,19.010058,URBANO
47370,46668,DE LAS ROSAS,BUGAMBILIAS,-98.217137,19.009887,URBANO
47371,46669,DE LAS ROSAS,BUGAMBILIAS,-98.216972,19.009728,URBANO
47372,46670,DE LAS ROSAS,BUGAMBILIAS,-98.216633,19.009457,URBANO
47373,46671,DE LAS ROSAS,BUGAMBILIAS,-98.216289,19.009287,URBANO
47374,46672,DE LAS ROSAS,BUGAMBILIAS,-98.215964,19.009182,URBANO
47375,46673,DE LAS ROSAS,BUGAMBILIAS,-98.215491,19.009058,URBANO
47376,46674,DE LAS ROSAS,BUGAMBILIAS,-98.215175,19.009038,URBANO
47377,46675,DE LAS ROSAS,BUGAMBILIAS,-98.214592,19.009157,URBANO
47378,46676,DE LAS ROSAS,BUGAMBILIAS,-98.214257,19.0091,URBANO
47379,46677,DE LAS ROSAS,BUGAMBILIAS,-98.214021,19.008883,URBANO
47380,46678,BUGAMBILIAS,BUGAMBILIAS,-98.21397,19.009267,URBANO
47381,46679,BUGAMBILIAS,BUGAMBILIAS,-98.214106,19.009681,URBANO
47382,46680,BUGAMBILIAS,BUGAMBILIAS,-98.214223,19.010085,URBANO
47383,46681,JAZMINES,BUGAMBILIAS,-98.214619,19.009824,URBANO
47384,46682,JAZMINES,BUGAMBILIAS,-98.214778,19.009571,URBANO
47385,46683,JAZMINES,BUGAMBILIAS,-98.214917,19.0093,URBANO
47386,46684,GARDENIAS,BUGAMBILIAS,-98.215706,19.009519,URBANO
47387,46685,GARDENIAS,BUGAMBILIAS,-98.215516,19.010006,URBANO
47388,46686,GARDENIAS,BUGAMBILIAS,-98.215287,19.010493,URBANO
47389,46687,MIRASOLES,BUGAMBILIAS,-98.214409,19.010635,URBANO
47390,46688,MIRASOLES,BUGAMBILIAS,-98.21437,19.010512,URBANO
47391,46689,JAZMINES,BUGAMBILIAS,-98.214469,19.010199,URBANO
47392,46690,MIRASOLES,BUGAMBILIAS,-98.214734,19.010749,URBANO
47393,46691,MIRASOLES,BUGAMBILIAS,-98.215147,19.010933,URBANO
47394,46692,MIRASOLES,BUGAMBILIAS,-98.215645,19.011142,URBANO
47395,46697,LIRIOS,BUGAMBILIAS,-98.215452,19.012169,URBANO
47396,46698,LIRIOS,BUGAMBILIAS,-98.215602,19.011893,URBANO
47397,46699,LIRIOS,BUGAMBILIAS,-98.215766,19.011593,URBANO
47398,46700,LIRIOS,BUGAMBILIAS,-98.21591,19.011326,URBANO
47399,46701,LIRIOS,BUGAMBILIAS,-98.216054,19.01105,URBANO
47400,46702,LIRIOS,BUGAMBILIAS,-98.216213,19.010713,URBANO
47401,46703,LIRIOS,BUGAMBILIAS,-98.216412,19.010367,URBANO
47402,46704,LIRIOS,BUGAMBILIAS,-98.216611,19.009964,URBANO
47403,46705,LIRIOS,BUGAMBILIAS,-98.216761,19.00972,URBANO
47404,46709,ORQUIDEAS,BUGAMBILIAS,-98.219702,19.008134,URBANO
47405,46710,ORQUIDEAS,ALTA VISTA,-98.219559,19.00856,URBANO
47406,46711,ACACIAS,BUGAMBILIAS,-98.218885,19.008526,URBANO
47407,46712,ACACIAS,BUGAMBILIAS,-98.219206,19.008708,URBANO
47408,46713,ACACIAS,BUGAMBILIAS,-98.219945,19.009072,URBANO
47409,46714,ORQUIDEAS,BUGAMBILIAS,-98.219288,19.008916,URBANO
47410,46715,ORQUIDEAS,BUGAMBILIAS,-98.21914,19.009166,URBANO
47411,46716,ORQUIDEAS,BUGAMBILIAS,-98.219018,19.009397,URBANO
47412,46717,CLAVELES,BUGAMBILIAS,-98.218788,19.009526,URBANO
47413,46718,CLAVELES,BUGAMBILIAS,-98.218551,19.009265,URBANO
47414,46719,CLAVELES,BUGAMBILIAS,-98.219069,19.009847,URBANO
47415,46720,CLAVELES,BUGAMBILIAS,-98.21936,19.010214,URBANO
47416,46721,ORQUIDEAS,BUGAMBILIAS,-98.218733,19.009901,URBANO
47417,46722,ORQUIDEAS,BUGAMBILIAS,-98.218502,19.010317,URBANO
47418,46723,ORQUIDEAS,BUGAMBILIAS,-98.218312,19.010616,URBANO
47419,46724,DE LAS ROSAS,BUGAMBILIAS,-98.218062,19.010774,URBANO
47420,46725,DE LAS ROSAS,BUGAMBILIAS,-98.218417,19.011081,URBANO
47421,46726,DE LAS ROSAS,BUGAMBILIAS,-98.218785,19.011354,URBANO
47422,46727,ORQUIDEAS,BUGAMBILIAS,-98.218143,19.011227,URBANO
47423,46728,ORQUIDEAS,BUGAMBILIAS,-98.217987,19.011521,URBANO
47424,46729,ORQUIDEAS,BUGAMBILIAS,-98.217807,19.011848,URBANO
47425,46730,ORQUIDEAS,BUGAMBILIAS,-98.217651,19.012119,URBANO
47426,46731,ORQUIDEAS,BUGAMBILIAS,-98.217471,19.012402,URBANO
47427,46732,ORQUIDEAS,BUGAMBILIAS,-98.217315,19.012729,URBANO
47428,46733,ORQUIDEAS,BUGAMBILIAS,-98.217218,19.012944,URBANO
47429,46734,TULIPANES,BUGAMBILIAS,-98.218003,19.013117,URBANO
47430,46735,TULIPANES,BUGAMBILIAS,-98.218147,19.012835,URBANO
